country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,Edinburgh,,GB-EDH,,11/04/20,-86,-34,-52,-83,-68,22
GB,United Kingdom,Edinburgh,,GB-EDH,,12/04/20,-88,-49,-45,-85,-68,19
GB,United Kingdom,Edinburgh,,GB-EDH,,13/04/20,-84,-46,-19,-86,-86,32
GB,United Kingdom,Edinburgh,,GB-EDH,,14/04/20,-81,-38,-32,-84,-81,32
GB,United Kingdom,Edinburgh,,GB-EDH,,15/04/20,-81,-36,-9,-82,-80,31
GB,United Kingdom,Edinburgh,,GB-EDH,,16/04/20,-83,-39,-42,-85,-81,33
GB,United Kingdom,Edinburgh,,GB-EDH,,17/04/20,-84,-35,-53,-85,-79,33
GB,United Kingdom,Edinburgh,,GB-EDH,,18/04/20,-86,-35,-53,-83,-65,21
GB,United Kingdom,Edinburgh,,GB-EDH,,19/04/20,-85,-39,-29,-82,-65,17
GB,United Kingdom,Edinburgh,,GB-EDH,,20/04/20,-80,-37,-15,-83,-79,30
GB,United Kingdom,Edinburgh,,GB-EDH,,21/04/20,-81,-34,-18,-83,-80,31
GB,United Kingdom,Edinburgh,,GB-EDH,,22/04/20,-82,-35,-22,-83,-79,31
GB,United Kingdom,Edinburgh,,GB-EDH,,23/04/20,-81,-34,-15,-83,-79,32
GB,United Kingdom,Edinburgh,,GB-EDH,,24/04/20,-82,-32,-27,-81,-78,32
GB,United Kingdom,Edinburgh,,GB-EDH,,25/04/20,-85,-33,-41,-80,-65,20
GB,United Kingdom,Edinburgh,,GB-EDH,,26/04/20,-83,-38,-22,-80,-64,17
GB,United Kingdom,Edinburgh,,GB-EDH,,27/04/20,-79,-36,-14,-81,-79,30
GB,United Kingdom,Edinburgh,,GB-EDH,,28/04/20,-80,-35,-28,-82,-79,29
GB,United Kingdom,Edinburgh,,GB-EDH,,29/04/20,-82,-38,-46,-83,-79,32
GB,United Kingdom,Edinburgh,,GB-EDH,,30/04/20,-81,-33,-36,-83,-79,32
GB,United Kingdom,Edinburgh,,GB-EDH,,01/05/20,-81,-31,-34,-81,-77,32
GB,United Kingdom,Edinburgh,,GB-EDH,,02/05/20,-83,-31,-40,-78,-63,20
GB,United Kingdom,Edinburgh,,GB-EDH,,03/05/20,-83,-37,-34,-80,-63,17
GB,United Kingdom,Edinburgh,,GB-EDH,,04/05/20,-78,-36,-16,-81,-80,30
GB,United Kingdom,Edinburgh,,GB-EDH,,05/05/20,-78,-31,-2,-80,-78,30
GB,United Kingdom,Edinburgh,,GB-EDH,,06/05/20,-78,-29,23,-78,-78,29
GB,United Kingdom,Edinburgh,,GB-EDH,,07/05/20,-78,-28,-4,-80,-78,30
GB,United Kingdom,Edinburgh,,GB-EDH,,08/05/20,-80,-27,-11,-79,-79,31
GB,United Kingdom,Edinburgh,,GB-EDH,,09/05/20,-83,-30,-36,-78,-62,19
GB,United Kingdom,Edinburgh,,GB-EDH,,10/05/20,-83,-37,-47,-81,-61,17
GB,United Kingdom,Edinburgh,,GB-EDH,,11/05/20,-77,-32,-1,-79,-77,29
GB,United Kingdom,Edinburgh,,GB-EDH,,12/05/20,-79,-33,-29,-81,-77,31
GB,United Kingdom,Edinburgh,,GB-EDH,,13/05/20,-78,-29,-9,-79,-76,30
GB,United Kingdom,Edinburgh,,GB-EDH,,14/05/20,-78,-28,-1,-80,-77,29
GB,United Kingdom,Edinburgh,,GB-EDH,,15/05/20,-80,-28,-28,-79,-76,30
GB,United Kingdom,Edinburgh,,GB-EDH,,16/05/20,-83,-29,-42,-78,-61,19
GB,United Kingdom,Edinburgh,,GB-EDH,,17/05/20,-82,-35,-44,-81,-58,17
GB,United Kingdom,Edinburgh,,GB-EDH,,18/05/20,-76,-32,-18,-79,-77,29
GB,United Kingdom,Edinburgh,,GB-EDH,,19/05/20,-77,-28,-6,-79,-76,30
GB,United Kingdom,Edinburgh,,GB-EDH,,20/05/20,-76,-26,65,-75,-75,27
GB,United Kingdom,Edinburgh,,GB-EDH,,21/05/20,-77,-29,18,-79,-76,29
GB,United Kingdom,Edinburgh,,GB-EDH,,22/05/20,-79,-29,-45,-80,-75,31
GB,United Kingdom,Edinburgh,,GB-EDH,,23/05/20,-83,-34,-69,-81,-58,21
GB,United Kingdom,Edinburgh,,GB-EDH,,24/05/20,-80,-33,-16,-77,-55,16
GB,United Kingdom,Edinburgh,,GB-EDH,,25/05/20,-74,-30,39,-77,-78,27
GB,United Kingdom,Edinburgh,,GB-EDH,,26/05/20,-75,-26,42,-76,-74,28
GB,United Kingdom,Edinburgh,,GB-EDH,,27/05/20,-75,-26,43,-76,-73,28
GB,United Kingdom,Edinburgh,,GB-EDH,,28/05/20,-74,-22,69,-76,-73,28
GB,United Kingdom,Edinburgh,,GB-EDH,,29/05/20,-75,-18,52,-73,-72,25
GB,United Kingdom,Edinburgh,,GB-EDH,,30/05/20,-78,-20,24,-70,-45,13
GB,United Kingdom,Edinburgh,,GB-EDH,,31/05/20,-76,-23,46,-70,-43,11
GB,United Kingdom,Edinburgh,,GB-EDH,,01/06/20,-70,-24,85,-73,-72,24
GB,United Kingdom,Edinburgh,,GB-EDH,,02/06/20,-74,-28,8,-77,-73,28
GB,United Kingdom,Edinburgh,,GB-EDH,,03/06/20,-74,-26,0,-76,-72,28
GB,United Kingdom,Edinburgh,,GB-EDH,,04/06/20,-75,-28,-9,-77,-72,28
GB,United Kingdom,Edinburgh,,GB-EDH,,05/06/20,-76,-26,-26,-77,-71,28
GB,United Kingdom,Edinburgh,,GB-EDH,,06/06/20,-77,-24,-1,-72,-46,16
GB,United Kingdom,Edinburgh,,GB-EDH,,07/06/20,-75,-29,12,-72,-46,13
GB,United Kingdom,Edinburgh,,GB-EDH,,08/06/20,-70,-27,51,-74,-70,25
GB,United Kingdom,Edinburgh,,GB-EDH,,09/06/20,-73,-27,7,-76,-71,27
GB,United Kingdom,Edinburgh,,GB-EDH,,10/06/20,-75,-29,-31,-78,-71,28
GB,United Kingdom,Edinburgh,,GB-EDH,,11/06/20,-71,-23,33,-76,-70,27
GB,United Kingdom,Edinburgh,,GB-EDH,,12/06/20,-75,-25,-25,-77,-69,28
GB,United Kingdom,Edinburgh,,GB-EDH,,13/06/20,-79,-26,-52,-78,-47,18
GB,United Kingdom,Edinburgh,,GB-EDH,,14/06/20,-74,-27,12,-74,-40,13
GB,United Kingdom,Edinburgh,,GB-EDH,,15/06/20,-70,-26,11,-75,-70,26
GB,United Kingdom,Edinburgh,,GB-EDH,,16/06/20,-70,-22,32,-74,-70,26
GB,United Kingdom,Edinburgh,,GB-EDH,,17/06/20,-69,-20,60,-73,-69,25
GB,United Kingdom,Edinburgh,,GB-EDH,,18/06/20,-69,-21,40,-74,-69,26
GB,United Kingdom,Edinburgh,,GB-EDH,,19/06/20,-72,-19,-11,-75,-68,26
GB,United Kingdom,Edinburgh,,GB-EDH,,20/06/20,-73,-15,31,-68,-38,10
GB,United Kingdom,Edinburgh,,GB-EDH,,21/06/20,-74,-28,-22,-74,-40,12
GB,United Kingdom,Edinburgh,,GB-EDH,,22/06/20,-68,-26,5,-74,-70,25
GB,United Kingdom,Edinburgh,,GB-EDH,,23/06/20,-69,-22,20,-73,-70,26
GB,United Kingdom,Edinburgh,,GB-EDH,,24/06/20,-66,-16,127,-70,-67,22
GB,United Kingdom,Edinburgh,,GB-EDH,,25/06/20,-65,-13,136,-70,-68,22
GB,United Kingdom,Edinburgh,,GB-EDH,,26/06/20,-71,-19,-12,-73,-68,26
GB,United Kingdom,Edinburgh,,GB-EDH,,27/06/20,-76,-21,-38,-73,-42,15
GB,United Kingdom,Edinburgh,,GB-EDH,,28/06/20,-72,-26,-19,-75,-40,13
GB,United Kingdom,Edinburgh,,GB-EDH,,29/06/20,-66,-29,-23,-74,-69,25
GB,United Kingdom,Edinburgh,,GB-EDH,,30/06/20,-61,-19,53,-69,-68,23
GB,United Kingdom,Edinburgh,,GB-EDH,,01/07/20,-65,-24,-5,-70,-69,25
GB,United Kingdom,Edinburgh,,GB-EDH,,02/07/20,-62,-21,71,-68,-67,23
GB,United Kingdom,Edinburgh,,GB-EDH,,03/07/20,-69,-25,-41,-72,-68,25
GB,United Kingdom,Edinburgh,,GB-EDH,,04/07/20,-70,-23,-20,-66,-38,12
GB,United Kingdom,Edinburgh,,GB-EDH,,05/07/20,-68,-30,-19,-69,-39,11
GB,United Kingdom,Edinburgh,,GB-EDH,,06/07/20,-57,-24,68,-65,-68,20
GB,United Kingdom,Edinburgh,,GB-EDH,,07/07/20,-59,-22,49,-66,-69,22
GB,United Kingdom,Glasgow City,,GB-GLG,,15/02/20,-19,-8,-31,-18,-4,3
GB,United Kingdom,Glasgow City,,GB-GLG,,16/02/20,3,-3,-1,-5,0,1
GB,United Kingdom,Glasgow City,,GB-GLG,,17/02/20,0,0,2,0,1,1
GB,United Kingdom,Glasgow City,,GB-GLG,,18/02/20,1,2,9,1,2,0
GB,United Kingdom,Glasgow City,,GB-GLG,,19/02/20,-3,0,3,0,2,0
GB,United Kingdom,Glasgow City,,GB-GLG,,20/02/20,14,1,7,4,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,21/02/20,-7,-6,-14,0,-1,2
GB,United Kingdom,Glasgow City,,GB-GLG,,22/02/20,-14,-3,-24,-14,0,2
GB,United Kingdom,Glasgow City,,GB-GLG,,23/02/20,13,0,3,8,2,0
GB,United Kingdom,Glasgow City,,GB-GLG,,24/02/20,-2,0,-3,-4,0,1
GB,United Kingdom,Glasgow City,,GB-GLG,,25/02/20,1,4,6,-2,2,0
GB,United Kingdom,Glasgow City,,GB-GLG,,26/02/20,-5,0,4,-2,2,0
GB,United Kingdom,Glasgow City,,GB-GLG,,27/02/20,19,3,11,3,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,28/02/20,1,0,-7,2,0,0
GB,United Kingdom,Glasgow City,,GB-GLG,,29/02/20,-5,-1,-7,-3,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,01/03/20,0,-1,-9,0,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,02/03/20,3,5,14,-1,0,1
GB,United Kingdom,Glasgow City,,GB-GLG,,03/03/20,7,4,12,-3,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,04/03/20,9,8,26,-1,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,05/03/20,8,6,9,-2,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,06/03/20,6,5,5,2,1,0
GB,United Kingdom,Glasgow City,,GB-GLG,,07/03/20,-1,0,-12,-1,2,1
GB,United Kingdom,Glasgow City,,GB-GLG,,08/03/20,4,3,9,8,3,-1
GB,United Kingdom,Glasgow City,,GB-GLG,,09/03/20,2,3,2,-3,-1,1
GB,United Kingdom,Glasgow City,,GB-GLG,,10/03/20,2,5,0,-7,0,1
GB,United Kingdom,Glasgow City,,GB-GLG,,11/03/20,-1,5,-4,-8,0,1
GB,United Kingdom,Glasgow City,,GB-GLG,,12/03/20,11,12,-6,-7,-2,1
GB,United Kingdom,Glasgow City,,GB-GLG,,13/03/20,-3,13,2,-10,-4,2
GB,United Kingdom,Glasgow City,,GB-GLG,,14/03/20,-20,9,-29,-23,-2,3
GB,United Kingdom,Glasgow City,,GB-GLG,,15/03/20,-13,9,-1,-16,-4,2
GB,United Kingdom,Glasgow City,,GB-GLG,,16/03/20,-13,13,-11,-23,-13,5
GB,United Kingdom,Glasgow City,,GB-GLG,,17/03/20,-23,13,-25,-37,-20,9
GB,United Kingdom,Glasgow City,,GB-GLG,,18/03/20,-32,18,-23,-48,-28,11
GB,United Kingdom,Glasgow City,,GB-GLG,,19/03/20,-29,21,-2,-50,-32,12
GB,United Kingdom,Glasgow City,,GB-GLG,,20/03/20,-40,4,-5,-54,-34,14
GB,United Kingdom,Glasgow City,,GB-GLG,,21/03/20,-63,-5,-39,-67,-31,12
GB,United Kingdom,Glasgow City,,GB-GLG,,22/03/20,-61,-18,0,-62,-32,9
GB,United Kingdom,Glasgow City,,GB-GLG,,23/03/20,-53,-17,-37,-65,-51,18
GB,United Kingdom,Glasgow City,,GB-GLG,,24/03/20,-75,-26,-46,-78,-65,25
GB,United Kingdom,Glasgow City,,GB-GLG,,25/03/20,-80,-31,-51,-82,-71,28
GB,United Kingdom,Glasgow City,,GB-GLG,,26/03/20,-80,-34,-51,-83,-73,29
GB,United Kingdom,Glasgow City,,GB-GLG,,27/03/20,-82,-35,-52,-84,-74,31
GB,United Kingdom,Glasgow City,,GB-GLG,,28/03/20,-87,-39,-55,-85,-63,21
GB,United Kingdom,Glasgow City,,GB-GLG,,29/03/20,-84,-44,-37,-81,-60,16
GB,United Kingdom,Glasgow City,,GB-GLG,,30/03/20,-77,-37,-34,-82,-75,27
GB,United Kingdom,Glasgow City,,GB-GLG,,31/03/20,-78,-34,-36,-83,-76,28
GB,United Kingdom,Glasgow City,,GB-GLG,,01/04/20,-80,-34,-43,-84,-76,29
GB,United Kingdom,Glasgow City,,GB-GLG,,02/04/20,-80,-36,-49,-84,-76,30
GB,United Kingdom,Glasgow City,,GB-GLG,,03/04/20,-81,-35,-55,-84,-75,31
GB,United Kingdom,Glasgow City,,GB-GLG,,04/04/20,-86,-37,-58,-85,-62,21
GB,United Kingdom,Glasgow City,,GB-GLG,,05/04/20,-83,-41,-35,-81,-59,16
GB,United Kingdom,Glasgow City,,GB-GLG,,06/04/20,-77,-36,-35,-82,-75,27
GB,United Kingdom,Glasgow City,,GB-GLG,,07/04/20,-77,-31,-19,-83,-75,28
GB,United Kingdom,Glasgow City,,GB-GLG,,08/04/20,-79,-33,-34,-84,-75,28
GB,United Kingdom,Glasgow City,,GB-GLG,,09/04/20,-78,-31,-45,-84,-75,29
GB,United Kingdom,Glasgow City,,GB-GLG,,10/04/20,-80,-32,-34,-85,-79,31
GB,United Kingdom,Glasgow City,,GB-GLG,,11/04/20,-84,-33,-35,-84,-61,20
GB,United Kingdom,Glasgow City,,GB-GLG,,12/04/20,-84,-43,-24,-81,-57,16
GB,United Kingdom,Glasgow City,,GB-GLG,,13/04/20,-79,-42,-14,-86,-82,29
GB,United Kingdom,Glasgow City,,GB-GLG,,14/04/20,-76,-34,-25,-82,-75,28
GB,United Kingdom,Glasgow City,,GB-GLG,,15/04/20,-77,-31,-21,-83,-75,28
GB,United Kingdom,Glasgow City,,GB-GLG,,16/04/20,-77,-32,-38,-83,-75,29
GB,United Kingdom,Glasgow City,,GB-GLG,,17/04/20,-79,-32,-44,-83,-74,30
GB,United Kingdom,Glasgow City,,GB-GLG,,18/04/20,-84,-33,-30,-82,-58,19
GB,United Kingdom,Glasgow City,,GB-GLG,,19/04/20,-80,-37,-4,-77,-53,15
GB,United Kingdom,Glasgow City,,GB-GLG,,20/04/20,-74,-34,-8,-80,-73,26
GB,United Kingdom,Glasgow City,,GB-GLG,,21/04/20,-75,-31,-12,-81,-73,27
GB,United Kingdom,Glasgow City,,GB-GLG,,22/04/20,-76,-32,-16,-81,-73,27
GB,United Kingdom,Glasgow City,,GB-GLG,,23/04/20,-75,-30,-20,-81,-73,28
GB,United Kingdom,Glasgow City,,GB-GLG,,24/04/20,-77,-29,-10,-80,-72,28
GB,United Kingdom,Glasgow City,,GB-GLG,,25/04/20,-82,-30,-21,-81,-56,18
GB,United Kingdom,Glasgow City,,GB-GLG,,26/04/20,-78,-36,-19,-77,-53,15
GB,United Kingdom,Glasgow City,,GB-GLG,,27/04/20,-73,-34,-22,-79,-72,26
GB,United Kingdom,Glasgow City,,GB-GLG,,28/04/20,-74,-32,-29,-81,-72,25
GB,United Kingdom,Glasgow City,,GB-GLG,,29/04/20,-77,-34,-49,-82,-72,28
GB,United Kingdom,Glasgow City,,GB-GLG,,30/04/20,-76,-28,-38,-81,-72,28
GB,United Kingdom,Glasgow City,,GB-GLG,,01/05/20,-77,-29,-24,-79,-71,29
GB,United Kingdom,Glasgow City,,GB-GLG,,02/05/20,-82,-28,-21,-78,-54,18
GB,United Kingdom,Glasgow City,,GB-GLG,,03/05/20,-77,-33,3,-74,-50,14
GB,United Kingdom,Glasgow City,,GB-GLG,,04/05/20,-72,-32,-12,-79,-73,26
GB,United Kingdom,Glasgow City,,GB-GLG,,05/05/20,-71,-26,7,-77,-70,25
GB,United Kingdom,Glasgow City,,GB-GLG,,06/05/20,-74,-24,19,-77,-70,25
GB,United Kingdom,Glasgow City,,GB-GLG,,07/05/20,-74,-25,-19,-78,-70,26
GB,United Kingdom,Glasgow City,,GB-GLG,,08/05/20,-76,-28,-9,-80,-74,28
GB,United Kingdom,Glasgow City,,GB-GLG,,09/05/20,-82,-29,-20,-79,-53,18
GB,United Kingdom,Glasgow City,,GB-GLG,,10/05/20,-78,-34,-22,-76,-49,14
GB,United Kingdom,Glasgow City,,GB-GLG,,11/05/20,-71,-28,1,-77,-70,24
GB,United Kingdom,Glasgow City,,GB-GLG,,12/05/20,-72,-27,-16,-78,-69,25
GB,United Kingdom,Glasgow City,,GB-GLG,,13/05/20,-74,-24,-3,-78,-69,25
GB,United Kingdom,Glasgow City,,GB-GLG,,14/05/20,-74,-27,-23,-79,-69,25
GB,United Kingdom,Glasgow City,,GB-GLG,,15/05/20,-76,-27,-24,-78,-68,27
GB,United Kingdom,Glasgow City,,GB-GLG,,16/05/20,-81,-29,-31,-78,-51,18
GB,United Kingdom,Glasgow City,,GB-GLG,,17/05/20,-80,-38,-54,-78,-47,15
GB,United Kingdom,Glasgow City,,GB-GLG,,18/05/20,-71,-28,-22,-77,-68,25
GB,United Kingdom,Glasgow City,,GB-GLG,,19/05/20,-72,-26,-10,-78,-68,25
GB,United Kingdom,Glasgow City,,GB-GLG,,20/05/20,-72,-21,39,-76,-67,24
GB,United Kingdom,Glasgow City,,GB-GLG,,21/05/20,-71,-23,3,-78,-68,25
GB,United Kingdom,Glasgow City,,GB-GLG,,22/05/20,-75,-27,-50,-79,-68,28
GB,United Kingdom,Glasgow City,,GB-GLG,,23/05/20,-83,-33,-69,-82,-51,19
GB,United Kingdom,Glasgow City,,GB-GLG,,24/05/20,-76,-32,-9,-73,-45,14
GB,United Kingdom,Glasgow City,,GB-GLG,,25/05/20,-69,-27,36,-77,-73,24
GB,United Kingdom,Glasgow City,,GB-GLG,,26/05/20,-68,-22,32,-75,-65,23
GB,United Kingdom,Glasgow City,,GB-GLG,,27/05/20,-70,-20,40,-75,-65,23
GB,United Kingdom,Glasgow City,,GB-GLG,,28/05/20,-68,-15,44,-75,-65,23
GB,United Kingdom,Glasgow City,,GB-GLG,,29/05/20,-70,-16,58,-74,-63,22
GB,United Kingdom,Glasgow City,,GB-GLG,,30/05/20,-77,-17,33,-73,-36,11
GB,United Kingdom,Glasgow City,,GB-GLG,,31/05/20,-70,-20,63,-66,-30,8
GB,United Kingdom,Glasgow City,,GB-GLG,,01/06/20,-64,-18,63,-71,-63,20
GB,United Kingdom,Glasgow City,,GB-GLG,,02/06/20,-66,-20,23,-73,-63,22
GB,United Kingdom,Glasgow City,,GB-GLG,,03/06/20,-68,-19,13,-74,-63,23
GB,United Kingdom,Glasgow City,,GB-GLG,,04/06/20,-68,-22,-23,-77,-64,24
GB,United Kingdom,Glasgow City,,GB-GLG,,05/06/20,-69,-21,-3,-75,-61,24
GB,United Kingdom,Glasgow City,,GB-GLG,,06/06/20,-74,-20,14,-74,-37,14
GB,United Kingdom,Glasgow City,,GB-GLG,,07/06/20,-66,-23,76,-67,-31,10
GB,United Kingdom,Glasgow City,,GB-GLG,,08/06/20,-61,-21,31,-73,-60,21
GB,United Kingdom,Glasgow City,,GB-GLG,,09/06/20,-64,-22,5,-74,-61,22
GB,United Kingdom,Glasgow City,,GB-GLG,,10/06/20,-70,-27,-47,-78,-62,24
GB,United Kingdom,Glasgow City,,GB-GLG,,11/06/20,-63,-17,25,-73,-60,22
GB,United Kingdom,Glasgow City,,GB-GLG,,12/06/20,-67,-21,11,-73,-60,23
GB,United Kingdom,Glasgow City,,GB-GLG,,13/06/20,-75,-24,-27,-75,-37,15
GB,United Kingdom,Glasgow City,,GB-GLG,,14/06/20,-65,-24,79,-65,-26,9
GB,United Kingdom,Glasgow City,,GB-GLG,,15/06/20,-60,-22,34,-71,-60,20
GB,United Kingdom,Glasgow City,,GB-GLG,,16/06/20,-61,-19,43,-71,-59,21
GB,United Kingdom,Glasgow City,,GB-GLG,,17/06/20,-63,-17,45,-71,-59,21
GB,United Kingdom,Glasgow City,,GB-GLG,,18/06/20,-61,-16,64,-70,-59,20
GB,United Kingdom,Glasgow City,,GB-GLG,,19/06/20,-64,-18,7,-70,-59,22
GB,United Kingdom,Glasgow City,,GB-GLG,,20/06/20,-70,-14,49,-68,-29,10
GB,United Kingdom,Glasgow City,,GB-GLG,,21/06/20,-67,-24,-12,-66,-25,9
GB,United Kingdom,Glasgow City,,GB-GLG,,22/06/20,-61,-25,-12,-71,-61,21
GB,United Kingdom,Glasgow City,,GB-GLG,,23/06/20,-62,-21,-11,-72,-61,21
GB,United Kingdom,Glasgow City,,GB-GLG,,24/06/20,-61,-15,74,-69,-57,19
GB,United Kingdom,Glasgow City,,GB-GLG,,25/06/20,-60,-14,81,-69,-58,18
GB,United Kingdom,Glasgow City,,GB-GLG,,26/06/20,-65,-19,-11,-71,-59,22
GB,United Kingdom,Glasgow City,,GB-GLG,,27/06/20,-71,-19,-22,-71,-32,13
GB,United Kingdom,Glasgow City,,GB-GLG,,28/06/20,-68,-28,-39,-69,-28,11
GB,United Kingdom,Glasgow City,,GB-GLG,,29/06/20,-55,-23,-19,-67,-60,20
GB,United Kingdom,Glasgow City,,GB-GLG,,30/06/20,-49,-15,56,-67,-58,18
GB,United Kingdom,Glasgow City,,GB-GLG,,01/07/20,-56,-18,0,-70,-58,20
GB,United Kingdom,Glasgow City,,GB-GLG,,02/07/20,-51,-16,47,-67,-57,18
GB,United Kingdom,Glasgow City,,GB-GLG,,03/07/20,-62,-23,-36,-71,-58,21
GB,United Kingdom,Glasgow City,,GB-GLG,,04/07/20,-64,-18,-9,-67,-29,11
GB,United Kingdom,Glasgow City,,GB-GLG,,05/07/20,-60,-27,-21,-66,-28,9
GB,United Kingdom,Glasgow City,,GB-GLG,,06/07/20,-46,-18,59,-62,-57,16
GB,United Kingdom,Glasgow City,,GB-GLG,,07/07/20,-50,-19,27,-66,-59,18
GB,United Kingdom,Greater London,,,,15/02/20,-11,-8,-34,-10,-3,2
GB,United Kingdom,Greater London,,,,16/02/20,-9,-11,-41,-9,-4,1
GB,United Kingdom,Greater London,,,,17/02/20,11,4,28,-3,-13,2
GB,United Kingdom,Greater London,,,,18/02/20,4,-2,11,-4,-13,2
GB,United Kingdom,Greater London,,,,19/02/20,3,-3,3,-5,-13,3
GB,United Kingdom,Greater London,,,,20/02/20,2,-4,-4,-6,-13,3
GB,United Kingdom,Greater London,,,,21/02/20,3,-1,10,-5,-14,3
GB,United Kingdom,Greater London,,,,22/02/20,-4,-3,-7,-2,-1,0
GB,United Kingdom,Greater London,,,,23/02/20,-1,-3,-9,1,-1,0
GB,United Kingdom,Greater London,,,,24/02/20,-3,0,-1,-3,-1,1
GB,United Kingdom,Greater London,,,,25/02/20,-1,2,5,0,1,0
GB,United Kingdom,Greater London,,,,26/02/20,-2,0,11,-2,1,0
GB,United Kingdom,Greater London,,,,27/02/20,0,-1,4,-1,0,1
GB,United Kingdom,Greater London,,,,28/02/20,-2,-1,-9,-2,0,1
GB,United Kingdom,Greater London,,,,29/02/20,-2,0,-21,-5,0,1
GB,United Kingdom,Greater London,,,,01/03/20,9,4,24,5,1,-1
GB,United Kingdom,Greater London,,,,02/03/20,2,6,15,-3,1,0
GB,United Kingdom,Greater London,,,,03/03/20,-1,2,3,-4,1,0
GB,United Kingdom,Greater London,,,,04/03/20,-3,1,-7,-4,0,1
GB,United Kingdom,Greater London,,,,05/03/20,-9,-5,-21,-6,-1,2
GB,United Kingdom,Greater London,,,,06/03/20,1,8,14,-3,0,1
GB,United Kingdom,Greater London,,,,07/03/20,-2,3,-6,-4,1,0
GB,United Kingdom,Greater London,,,,08/03/20,-1,3,-2,-4,0,0
GB,United Kingdom,Greater London,,,,09/03/20,-3,6,3,-6,-1,1
GB,United Kingdom,Greater London,,,,10/03/20,-6,7,-3,-7,-2,2
GB,United Kingdom,Greater London,,,,11/03/20,-6,8,9,-10,-3,2
GB,United Kingdom,Greater London,,,,12/03/20,-8,14,-3,-13,-5,3
GB,United Kingdom,Greater London,,,,13/03/20,-13,15,-4,-18,-9,5
GB,United Kingdom,Greater London,,,,14/03/20,-20,9,-17,-22,-4,4
GB,United Kingdom,Greater London,,,,15/03/20,-24,6,-21,-24,-7,4
GB,United Kingdom,Greater London,,,,16/03/20,-14,23,26,-25,-18,7
GB,United Kingdom,Greater London,,,,17/03/20,-28,19,-8,-37,-29,12
GB,United Kingdom,Greater London,,,,18/03/20,-33,28,-7,-43,-36,16
GB,United Kingdom,Greater London,,,,19/03/20,-36,30,-28,-47,-41,18
GB,United Kingdom,Greater London,,,,20/03/20,-46,8,-22,-51,-44,20
GB,United Kingdom,Greater London,,,,21/03/20,-62,-8,-23,-58,-34,15
GB,United Kingdom,Greater London,,,,22/03/20,-67,-20,-6,-61,-40,13
GB,United Kingdom,Greater London,,,,23/03/20,-59,-13,-5,-63,-60,25
GB,United Kingdom,Greater London,,,,24/03/20,-76,-25,-19,-72,-70,31
GB,United Kingdom,Greater London,,,,25/03/20,-79,-28,-17,-76,-73,33
GB,United Kingdom,Greater London,,,,26/03/20,-80,-32,-20,-77,-75,34
GB,United Kingdom,Greater London,,,,27/03/20,-81,-32,-30,-77,-75,35
GB,United Kingdom,Greater London,,,,28/03/20,-85,-41,-57,-78,-63,23
GB,United Kingdom,Greater London,,,,29/03/20,-87,-48,-59,-80,-62,19
GB,United Kingdom,Greater London,,,,30/03/20,-79,-36,-41,-79,-77,33
GB,United Kingdom,Greater London,,,,31/03/20,-79,-35,-30,-79,-78,34
GB,United Kingdom,Greater London,,,,01/04/20,-81,-36,-32,-80,-78,35
GB,United Kingdom,Greater London,,,,02/04/20,-81,-36,-28,-80,-78,36
GB,United Kingdom,Greater London,,,,03/04/20,-81,-34,-27,-79,-77,36
GB,United Kingdom,Greater London,,,,04/04/20,-84,-38,-30,-77,-63,23
GB,United Kingdom,Greater London,,,,05/04/20,-84,-41,-15,-76,-61,18
GB,United Kingdom,Greater London,,,,06/04/20,-78,-35,-24,-79,-77,33
GB,United Kingdom,Greater London,,,,07/04/20,-79,-33,-9,-78,-78,34
GB,United Kingdom,Greater London,,,,08/04/20,-80,-33,-19,-79,-78,34
GB,United Kingdom,Greater London,,,,09/04/20,-78,-26,-10,-78,-78,34
GB,United Kingdom,Greater London,,,,10/04/20,-83,-35,-13,-82,-85,38
GB,United Kingdom,Greater London,,,,11/04/20,-84,-36,-34,-77,-64,23
GB,United Kingdom,Greater London,,,,12/04/20,-89,-60,-25,-78,-64,19
GB,United Kingdom,Greater London,,,,13/04/20,-83,-43,-20,-85,-87,37
GB,United Kingdom,Greater London,,,,14/04/20,-78,-32,-16,-78,-77,33
GB,United Kingdom,Greater London,,,,15/04/20,-79,-32,-6,-78,-77,34
GB,United Kingdom,Greater London,,,,16/04/20,-79,-32,-15,-79,-76,34
GB,United Kingdom,Greater London,,,,17/04/20,-81,-34,-43,-79,-75,36
GB,United Kingdom,Greater London,,,,18/04/20,-84,-38,-47,-77,-59,23
GB,United Kingdom,Greater London,,,,19/04/20,-83,-42,-6,-75,-56,17
GB,United Kingdom,Greater London,,,,20/04/20,-77,-34,1,-77,-75,32
